,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month,dayofweek
7897,7898,2011-11-30,4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,30,11,2
7898,7899,2011-11-30,4,0,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,30,11,2
7899,7900,2011-11-30,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279,30,11,2
7900,7901,2011-11-30,4,0,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190,30,11,2
7901,7902,2011-11-30,4,0,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135,30,11,2
7902,7903,2011-11-30,4,0,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87,30,11,2
7903,7904,2011-11-30,4,0,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50,30,11,2
7904,7905,2011-12-01,4,0,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20,1,12,3
7905,7906,2011-12-01,4,0,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10,1,12,3
7906,7907,2011-12-01,4,0,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,1,12,3
7907,7908,2011-12-01,4,0,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7,1,12,3
7908,7909,2011-12-01,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1,1,12,3
7909,7910,2011-12-01,4,0,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24,1,12,3
7910,7911,2011-12-01,4,0,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97,1,12,3
7911,7912,2011-12-01,4,0,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276,1,12,3
7912,7913,2011-12-01,4,0,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477,1,12,3
7913,7914,2011-12-01,4,0,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224,1,12,3
7914,7915,2011-12-01,4,0,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93,1,12,3
7915,7916,2011-12-01,4,0,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,1,12,3
7916,7917,2011-12-01,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148,1,12,3
7917,7918,2011-12-01,4,0,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154,1,12,3
7918,7919,2011-12-01,4,0,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150,1,12,3
7919,7920,2011-12-01,4,0,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154,1,12,3
7920,7921,2011-12-01,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201,1,12,3
7921,7922,2011-12-01,4,0,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418,1,12,3
7922,7923,2011-12-01,4,0,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405,1,12,3
7923,7924,2011-12-01,4,0,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228,1,12,3
7924,7925,2011-12-01,4,0,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190,1,12,3
7925,7926,2011-12-01,4,0,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162,1,12,3
7926,7927,2011-12-01,4,0,12,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104,1,12,3
7927,7928,2011-12-01,4,0,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73,1,12,3
7928,7929,2011-12-02,4,0,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38,2,12,4
7929,7930,2011-12-02,4,0,12,1,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,15,2,12,4
7930,7931,2011-12-02,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10,2,12,4
7931,7932,2011-12-02,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,1,2,12,4
7932,7933,2011-12-02,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,3,2,12,4
7933,7934,2011-12-02,4,0,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23,2,12,4
7934,7935,2011-12-02,4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87,2,12,4
7935,7936,2011-12-02,4,0,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205,2,12,4
7936,7937,2011-12-02,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445,2,12,4
7937,7938,2011-12-02,4,0,12,9,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,246,2,12,4
7938,7939,2011-12-02,4,0,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105,2,12,4
7939,7940,2011-12-02,4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160,2,12,4
7940,7941,2011-12-02,4,0,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204,2,12,4
7941,7942,2011-12-02,4,0,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207,2,12,4
7942,7943,2011-12-02,4,0,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170,2,12,4
7943,7944,2011-12-02,4,0,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199,2,12,4
7944,7945,2011-12-02,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276,2,12,4
7945,7946,2011-12-02,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411,2,12,4
7946,7947,2011-12-02,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372,2,12,4
7947,7948,2011-12-02,4,0,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265,2,12,4
7948,7949,2011-12-02,4,0,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,190,2,12,4
7949,7950,2011-12-02,4,0,12,21,0,5,1,1,0.34,0.3333,0.49,0.194,9,102,111,2,12,4
7950,7951,2011-12-02,4,0,12,22,0,5,1,1,0.32,0.3182,0.53,0.194,7,95,102,2,12,4
7951,7952,2011-12-02,4,0,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95,2,12,4
7952,7953,2011-12-03,4,0,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75,3,12,5
7953,7954,2011-12-03,4,0,12,1,0,6,0,1,0.26,0.2576,0.65,0.194,9,62,71,3,12,5
7954,7955,2011-12-03,4,0,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,50,3,12,5
7955,7956,2011-12-03,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,9,3,12,5
7956,7957,2011-12-03,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8,3,12,5
7957,7958,2011-12-03,4,0,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,6,3,12,5
7958,7959,2011-12-03,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11,3,12,5
7959,7960,2011-12-03,4,0,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26,3,12,5
7960,7961,2011-12-03,4,0,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,63,3,12,5
7961,7962,2011-12-03,4,0,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,124,3,12,5
7962,7963,2011-12-03,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195,3,12,5
7963,7964,2011-12-03,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275,3,12,5
7964,7965,2011-12-03,4,0,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,358,3,12,5
7965,7966,2011-12-03,4,0,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292,3,12,5
7966,7967,2011-12-03,4,0,12,14,0,6,0,1,0.36,0.3788,0.46,0.0,92,251,343,3,12,5
7967,7968,2011-12-03,4,0,12,15,0,6,0,1,0.38,0.3939,0.46,0.0,100,237,337,3,12,5
7968,7969,2011-12-03,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0.0,75,230,305,3,12,5
7969,7970,2011-12-03,4,0,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,46,186,232,3,12,5
7970,7971,2011-12-03,4,0,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,224,3,12,5
7971,7972,2011-12-03,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175,3,12,5
7972,7973,2011-12-03,4,0,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127,3,12,5
7973,7974,2011-12-03,4,0,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,109,3,12,5
7974,7975,2011-12-03,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114,3,12,5
7975,7976,2011-12-03,4,0,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85,3,12,5
7976,7977,2011-12-04,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83,4,12,6
7977,7978,2011-12-04,4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74,4,12,6
7978,7979,2011-12-04,4,0,12,2,0,0,0,1,0.26,0.303,0.81,0.0,11,51,62,4,12,6
7979,7980,2011-12-04,4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,41,4,12,6
7980,7981,2011-12-04,4,0,12,4,0,0,0,1,0.26,0.303,0.87,0.0,2,9,11,4,12,6
7981,7982,2011-12-04,4,0,12,5,0,0,0,1,0.26,0.303,0.81,0.0,2,2,4,4,12,6
7982,7983,2011-12-04,4,0,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,4,4,12,6
7983,7984,2011-12-04,4,0,12,7,0,0,0,1,0.26,0.303,0.87,0.0,3,23,26,4,12,6
7984,7985,2011-12-04,4,0,12,8,0,0,0,1,0.26,0.303,0.87,0.0,7,48,55,4,12,6
7985,7986,2011-12-04,4,0,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,126,4,12,6
7986,7987,2011-12-04,4,0,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216,4,12,6
7987,7988,2011-12-04,4,0,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254,4,12,6
7988,7989,2011-12-04,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329,4,12,6
7989,7990,2011-12-04,4,0,12,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357,4,12,6
7990,7991,2011-12-04,4,0,12,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323,4,12,6
7991,7992,2011-12-04,4,0,12,15,0,0,0,1,0.42,0.4242,0.62,0.194,69,227,296,4,12,6
7992,7993,2011-12-04,4,0,12,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330,4,12,6
7993,7994,2011-12-04,4,0,12,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245,4,12,6
7994,7995,2011-12-04,4,0,12,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,171,4,12,6
7995,7996,2011-12-04,4,0,12,19,0,0,0,1,0.38,0.3939,0.76,0.0,15,158,173,4,12,6
7996,7997,2011-12-04,4,0,12,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124,4,12,6
7997,7998,2011-12-04,4,0,12,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72,4,12,6
7998,7999,2011-12-04,4,0,12,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64,4,12,6
7999,8000,2011-12-04,4,0,12,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45,4,12,6
8000,8001,2011-12-05,4,0,12,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24,5,12,0
8001,8002,2011-12-05,4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0.0,2,10,12,5,12,0
8002,8003,2011-12-05,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,8,5,12,0
8003,8004,2011-12-05,4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0.0,0,2,2,5,12,0
8004,8005,2011-12-05,4,0,12,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7,5,12,0
8005,8006,2011-12-05,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25,5,12,0
8006,8007,2011-12-05,4,0,12,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90,5,12,0
8007,8008,2011-12-05,4,0,12,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283,5,12,0
8008,8009,2011-12-05,4,0,12,8,0,1,1,1,0.32,0.3485,0.93,0.0,12,392,404,5,12,0
8009,8010,2011-12-05,4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190,5,12,0
8010,8011,2011-12-05,4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87,5,12,0
8011,8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123,5,12,0
8012,8013,2011-12-05,4,0,12,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154,5,12,0
8013,8014,2011-12-05,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171,5,12,0
8014,8015,2011-12-05,4,0,12,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,133,5,12,0
8015,8016,2011-12-05,4,0,12,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148,5,12,0
8016,8017,2011-12-05,4,0,12,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248,5,12,0
8017,8018,2011-12-05,4,0,12,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,446,5,12,0
8018,8019,2011-12-05,4,0,12,18,0,1,1,1,0.44,0.4394,0.77,0.0,13,386,399,5,12,0
8019,8020,2011-12-05,4,0,12,19,0,1,1,2,0.46,0.4545,0.77,0.0,13,295,308,5,12,0
8020,8021,2011-12-05,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205,5,12,0
8021,8022,2011-12-05,4,0,12,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,176,5,12,0
8022,8023,2011-12-05,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106,5,12,0
8023,8024,2011-12-05,4,0,12,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62,5,12,0
8024,8025,2011-12-06,4,0,12,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3,25,28,6,12,1
8025,8026,2011-12-06,4,0,12,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2,14,16,6,12,1
8026,8027,2011-12-06,4,0,12,2,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3,6,12,1
8027,8028,2011-12-06,4,0,12,3,0,2,1,2,0.46,0.4545,0.87,0.194,0,3,3,6,12,1
8028,8029,2011-12-06,4,0,12,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,7,6,12,1
8029,8030,2011-12-06,4,0,12,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0,20,20,6,12,1
8030,8031,2011-12-06,4,0,12,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5,81,86,6,12,1
8031,8032,2011-12-06,4,0,12,7,0,2,1,2,0.46,0.4545,0.94,0.194,7,227,234,6,12,1
8032,8033,2011-12-06,4,0,12,8,0,2,1,2,0.46,0.4545,0.94,0.194,13,401,414,6,12,1
8033,8034,2011-12-06,4,0,12,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,204,6,12,1
8034,8035,2011-12-06,4,0,12,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,50,6,12,1
8035,8036,2011-12-06,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4,28,32,6,12,1
8036,8037,2011-12-06,4,0,12,12,0,2,1,3,0.46,0.4545,1.0,0.2239,5,50,55,6,12,1
8037,8038,2011-12-06,4,0,12,13,0,2,1,3,0.46,0.4545,1.0,0.194,6,65,71,6,12,1
8038,8039,2011-12-06,4,0,12,14,0,2,1,3,0.48,0.4697,1.0,0.2239,6,69,75,6,12,1
8039,8040,2011-12-06,4,0,12,15,0,2,1,3,0.5,0.4848,1.0,0.194,2,43,45,6,12,1
8040,8041,2011-12-06,4,0,12,16,0,2,1,3,0.46,0.4545,1.0,0.2537,4,84,88,6,12,1
8041,8042,2011-12-06,4,0,12,17,0,2,1,2,0.46,0.4545,1.0,0.2239,13,249,262,6,12,1
8042,8043,2011-12-06,4,0,12,18,0,2,1,2,0.46,0.4545,1.0,0.2836,17,287,304,6,12,1
8043,8044,2011-12-06,4,0,12,19,0,2,1,3,0.46,0.4545,1.0,0.2985,10,223,233,6,12,1
8044,8045,2011-12-06,4,0,12,20,0,2,1,3,0.46,0.4545,1.0,0.2985,3,107,110,6,12,1
8045,8046,2011-12-06,4,0,12,21,0,2,1,2,0.44,0.4394,1.0,0.194,6,108,114,6,12,1
8046,8047,2011-12-06,4,0,12,22,0,2,1,3,0.46,0.4545,1.0,0.1642,5,82,87,6,12,1
8047,8048,2011-12-06,4,0,12,23,0,2,1,3,0.46,0.4545,1.0,0.1642,5,48,53,6,12,1
8048,8049,2011-12-07,4,0,12,0,0,3,1,1,0.44,0.4394,1.0,0.194,3,30,33,7,12,2
8049,8050,2011-12-07,4,0,12,1,0,3,1,2,0.46,0.4545,1.0,0.2537,4,9,13,7,12,2
8050,8051,2011-12-07,4,0,12,2,0,3,1,3,0.46,0.4545,1.0,0.2239,2,4,6,7,12,2
8051,8052,2011-12-07,4,0,12,3,0,3,1,3,0.46,0.4545,1.0,0.2239,0,3,3,7,12,2
8052,8053,2011-12-07,4,0,12,4,0,3,1,3,0.46,0.4545,1.0,0.1642,0,1,1,7,12,2
8053,8054,2011-12-07,4,0,12,5,0,3,1,3,0.46,0.4545,1.0,0.1642,0,3,3,7,12,2
8054,8055,2011-12-07,4,0,12,6,0,3,1,3,0.48,0.4697,1.0,0.4179,0,18,18,7,12,2
8055,8056,2011-12-07,4,0,12,7,0,3,1,3,0.44,0.4394,1.0,0.1045,3,43,46,7,12,2
8056,8057,2011-12-07,4,0,12,8,0,3,1,3,0.44,0.4394,1.0,0.0,6,80,86,7,12,2
8057,8058,2011-12-07,4,0,12,9,0,3,1,3,0.44,0.4394,1.0,0.2537,0,64,64,7,12,2
8058,8059,2011-12-07,4,0,12,10,0,3,1,3,0.44,0.4394,1.0,0.0896,1,32,33,7,12,2
8059,8060,2011-12-07,4,0,12,11,0,3,1,3,0.44,0.4394,1.0,0.0896,3,47,50,7,12,2
8060,8061,2011-12-07,4,0,12,12,0,3,1,3,0.44,0.4394,1.0,0.1343,4,29,33,7,12,2
8061,8062,2011-12-07,4,0,12,13,0,3,1,3,0.44,0.4394,1.0,0.194,5,28,33,7,12,2
8062,8063,2011-12-07,4,0,12,14,0,3,1,3,0.44,0.4394,1.0,0.194,1,24,25,7,12,2
8063,8064,2011-12-07,4,0,12,15,0,3,1,3,0.42,0.4242,0.94,0.2239,5,25,30,7,12,2
8064,8065,2011-12-07,4,0,12,16,0,3,1,3,0.42,0.4242,0.94,0.194,3,28,31,7,12,2
8065,8066,2011-12-07,4,0,12,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4,48,52,7,12,2
8066,8067,2011-12-07,4,0,12,18,0,3,1,3,0.4,0.4091,0.94,0.2985,3,48,51,7,12,2
8067,8068,2011-12-07,4,0,12,19,0,3,1,3,0.34,0.2879,0.87,0.6418,2,31,33,7,12,2
8068,8069,2011-12-07,4,0,12,20,0,3,1,3,0.34,0.2879,0.87,0.6418,1,25,26,7,12,2
8069,8070,2011-12-07,4,0,12,21,0,3,1,3,0.3,0.2576,0.87,0.5224,0,6,6,7,12,2
8070,8071,2011-12-07,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0,13,13,7,12,2
8071,8072,2011-12-07,4,0,12,23,0,3,1,1,0.24,0.2121,0.93,0.3881,0,16,16,7,12,2
8072,8073,2011-12-08,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,21,8,12,3
8073,8074,2011-12-08,4,0,12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,1,6,7,8,12,3
8074,8075,2011-12-08,4,0,12,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0,4,4,8,12,3
8075,8076,2011-12-08,4,0,12,3,0,4,1,1,0.26,0.2273,0.6,0.2985,0,1,1,8,12,3
8076,8077,2011-12-08,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,0,2,2,8,12,3
8077,8078,2011-12-08,4,0,12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0,12,12,8,12,3
8078,8079,2011-12-08,4,0,12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,0,71,71,8,12,3
8079,8080,2011-12-08,4,0,12,7,0,4,1,1,0.22,0.2121,0.6,0.2239,11,233,244,8,12,3
8080,8081,2011-12-08,4,0,12,8,0,4,1,1,0.22,0.2121,0.55,0.2836,11,418,429,8,12,3
8081,8082,2011-12-08,4,0,12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7,218,225,8,12,3
8082,8083,2011-12-08,4,0,12,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1,109,110,8,12,3
8083,8084,2011-12-08,4,0,12,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6,100,106,8,12,3
8084,8085,2011-12-08,4,0,12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8,148,156,8,12,3
8085,8086,2011-12-08,4,0,12,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9,115,124,8,12,3
8086,8087,2011-12-08,4,0,12,14,0,4,1,1,0.32,0.303,0.45,0.2537,16,121,137,8,12,3
8087,8088,2011-12-08,4,0,12,15,0,4,1,1,0.32,0.3333,0.45,0.1343,19,98,117,8,12,3
8088,8089,2011-12-08,4,0,12,16,0,4,1,1,0.32,0.3182,0.45,0.194,7,201,208,8,12,3
8089,8090,2011-12-08,4,0,12,17,0,4,1,1,0.3,0.3182,0.49,0.1045,10,321,331,8,12,3
8090,8091,2011-12-08,4,0,12,18,0,4,1,1,0.28,0.2727,0.52,0.2239,12,306,318,8,12,3
8091,8092,2011-12-08,4,0,12,19,0,4,1,1,0.26,0.2727,0.56,0.1045,12,220,232,8,12,3
8092,8093,2011-12-08,4,0,12,20,0,4,1,1,0.26,0.2727,0.6,0.1045,5,170,175,8,12,3
8093,8094,2011-12-08,4,0,12,21,0,4,1,1,0.28,0.303,0.61,0.0896,4,135,139,8,12,3
8094,8095,2011-12-08,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,8,84,92,8,12,3
8095,8096,2011-12-08,4,0,12,23,0,4,1,1,0.24,0.2576,0.7,0.1045,3,58,61,8,12,3
8096,8097,2011-12-09,4,0,12,0,0,5,1,1,0.24,0.2879,0.65,0.0,8,26,34,9,12,4
8097,8098,2011-12-09,4,0,12,1,0,5,1,1,0.24,0.2879,0.65,0.0,2,12,14,9,12,4
8098,8099,2011-12-09,4,0,12,2,0,5,1,1,0.24,0.2879,0.7,0.0,2,10,12,9,12,4
8099,8100,2011-12-09,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,1,5,6,9,12,4
8100,8101,2011-12-09,4,0,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,1,1,2,9,12,4
8101,8102,2011-12-09,4,0,12,5,0,5,1,1,0.22,0.2727,0.8,0.0,0,20,20,9,12,4
8102,8103,2011-12-09,4,0,12,6,0,5,1,1,0.22,0.2576,0.8,0.0896,1,62,63,9,12,4
8103,8104,2011-12-09,4,0,12,7,0,5,1,1,0.22,0.2576,0.75,0.0896,4,195,199,9,12,4
8104,8105,2011-12-09,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0.0,7,378,385,9,12,4
8105,8106,2011-12-09,4,0,12,9,0,5,1,1,0.26,0.2879,0.81,0.0896,8,256,264,9,12,4
8106,8107,2011-12-09,4,0,12,10,0,5,1,2,0.3,0.303,0.7,0.1642,11,115,126,9,12,4
8107,8108,2011-12-09,4,0,12,11,0,5,1,1,0.32,0.303,0.7,0.2537,15,121,136,9,12,4
8108,8109,2011-12-09,4,0,12,12,0,5,1,1,0.36,0.3333,0.57,0.2985,27,146,173,9,12,4
8109,8110,2011-12-09,4,0,12,13,0,5,1,1,0.38,0.3939,0.5,0.194,27,141,168,9,12,4
8110,8111,2011-12-09,4,0,12,14,0,5,1,1,0.38,0.3939,0.46,0.2836,24,163,187,9,12,4
8111,8112,2011-12-09,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,189,9,12,4
8112,8113,2011-12-09,4,0,12,16,0,5,1,1,0.36,0.3485,0.62,0.1343,24,226,250,9,12,4
8113,8114,2011-12-09,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,10,352,362,9,12,4
8114,8115,2011-12-09,4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0.0,10,308,318,9,12,4
8115,8116,2011-12-09,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0.0,10,189,199,9,12,4
8116,8117,2011-12-09,4,0,12,20,0,5,1,1,0.3,0.3333,0.81,0.0,10,140,150,9,12,4
8117,8118,2011-12-09,4,0,12,21,0,5,1,1,0.3,0.3333,0.75,0.0,9,131,140,9,12,4
8118,8119,2011-12-09,4,0,12,22,0,5,1,1,0.28,0.3182,0.87,0.0,15,114,129,9,12,4
8119,8120,2011-12-09,4,0,12,23,0,5,1,1,0.28,0.3182,0.81,0.0,6,88,94,9,12,4
8120,8121,2011-12-10,4,0,12,0,0,6,0,2,0.26,0.2727,0.81,0.1045,11,66,77,10,12,5
8121,8122,2011-12-10,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,11,55,66,10,12,5
8122,8123,2011-12-10,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,12,48,60,10,12,5
8123,8124,2011-12-10,4,0,12,3,0,6,0,2,0.28,0.303,0.61,0.0896,5,20,25,10,12,5
8124,8125,2011-12-10,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,0,3,3,10,12,5
8125,8126,2011-12-10,4,0,12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,0,6,6,10,12,5
8126,8127,2011-12-10,4,0,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11,10,12,5
8127,8128,2011-12-10,4,0,12,7,0,6,0,1,0.24,0.2273,0.65,0.194,0,11,11,10,12,5
8128,8129,2011-12-10,4,0,12,8,0,6,0,1,0.26,0.2727,0.65,0.1343,5,68,73,10,12,5
8129,8130,2011-12-10,4,0,12,9,0,6,0,1,0.28,0.2576,0.61,0.2836,15,134,149,10,12,5
8130,8131,2011-12-10,4,0,12,10,0,6,0,1,0.32,0.303,0.57,0.2537,31,161,192,10,12,5
8131,8132,2011-12-10,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,44,192,236,10,12,5
8132,8133,2011-12-10,4,0,12,12,0,6,0,1,0.32,0.2879,0.45,0.4179,48,235,283,10,12,5
8133,8134,2011-12-10,4,0,12,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286,10,12,5
